error	AC147602.5_FG004
error	AC148152.3_FG001
error	AC148152.3_FG005
error	AC148152.3_FG006
error	AC148152.3_FG008
AC148167.6_FG001	Sb02g004800	Si029611m.g	LOC_Os07g08790	Bradi1g55170	none
GRMZM2G001895	Sb01g028220	Si033830m.g	LOC_Os10g42439	Bradi3g34450	none
GRMZM2G001898	Sb02g005200	Si029327m.g	LOC_Os07g09060	Bradi1g54940	none
GRMZM2G001904	Sb08g004240	Si010475m.g	LOC_Os12g07020	Bradi4g41650	5-formyltetrahydrofolate cyclo-ligase
GRMZM2G001905	Sb06g033620	Si023162m.g	LOC_Os04g58900	Bradi5g26560	none
GRMZM2G001911	none	none	none	none	none
GRMZM2G001915	Sb03g013340	Si001510m.g	LOC_Os01g22600	Bradi2g12390	none
GRMZM2G001918	Sb01g039800	Si034231m.g	LOC_Os03g16440	Bradi1g66820	none
error	GRMZM2G001924
GRMZM2G001930	none	none	none	none	7e
GRMZM2G001934	none	Si025337m.g	LOC_Os04g58910	Bradi5g26550	none
GRMZM2G001938	Sb02g005180	Si029368m.g	LOC_Os07g09050	Bradi1g54950	none
GRMZM2G001953	Sb04g028280	Si018333m.g	LOC_Os02g50860	Bradi3g59550	rho gtpase
GRMZM2G001956	Sb02g005160	Si032584m.g	LOC_Os07g09040	Bradi1g54970	none
GRMZM2G001973	Sb02g026560	Si029261m.g	LOC_Os09g28300	none	none
GRMZM2G001977	none	Si030333m.g	LOC_Os09g28690	Bradi4g32310	none
GRMZM2G001981	Sb03g025120	Si002250m.g	LOC_Os01g37110	Bradi2g40930	none
GRMZM2G001991	Sb09g029490	Si022375m.g	LOC_Os05g50250	Bradi2g14870	none
GRMZM2G002002	Sb01g043240	Si033912m.g	LOC_Os03g11240	Bradi1g70407	none
GRMZM2G002010	none	none	none	none	none
GRMZM2G002023	Sb03g041660	Si000669m.g	LOC_Os01g65780	Bradi2g56810	none
GRMZM2G002034	Sb09g029500	Si021744m.g	LOC_Os05g50260	Bradi2g14880	none
GRMZM2G002043	none	none	none	none	none
GRMZM2G002053	none	none	none	none	none
GRMZM2G002055	none	none	none	none	none
GRMZM2G002075	Sb02g026570	Si030114m.g	LOC_Os09g28310	Bradi4g32090	none
GRMZM2G002100	Sb10g003810	Si006611m.g	LOC_Os06g06090	Bradi1g49100	map kinase
GRMZM2G002104	Sb02g026580	Si030067m.g	LOC_Os09g28340	Bradi4g32110	none
GRMZM2G002112	none	none	none	none	none
GRMZM2G002115	none	Si022561m.g	LOC_Os12g32650	Bradi4g06434	none
GRMZM2G002119	Sb03g037085	Si003053m.g	none	Bradi2g52380	none
GRMZM2G002121	Sb01g050560	Si036033m.g	LOC_Os03g01190	Bradi1g78420	none
GRMZM2G002124	Sb04g037490	Si017845m.g	LOC_Os02g57440	Bradi3g55610	none
GRMZM2G002128	Sb09g022060	Si022816m.g	LOC_Os05g37730	none	none
GRMZM2G002130	none	Si022671m.g	LOC_Os05g08730	none	none
GRMZM2G002131	Sb02g026590	Si030611m.g	LOC_Os09g28354	Bradi4g32130	none
GRMZM2G002135	Sb03g044850	Si001266m.g	LOC_Os01g70570	Bradi2g59710	none
GRMZM2G002138	Sb08g019230	Si021274m.g	LOC_Os12g38870	none	none
GRMZM2G002142	Sb02g026600	Si029603m.g	LOC_Os09g28390	none	(+)-abscisic acid 8' hydroxylase
GRMZM2G002147	Sb03g044840	Si002254m.g	LOC_Os01g70560	Bradi2g59700	none
GRMZM2G002149	Sb04g023680	Si016503m.g	none	none	none
GRMZM2G002165	Sb03g037100	Si004021m.g	LOC_Os01g58470	Bradi2g52400	none
GRMZM2G002173	Sb04g023780	Si019137m.g	LOC_Os02g36550	Bradi3g46720	none
GRMZM2G002178	Sb01g042270	Si035439m.g	LOC_Os03g12500	Bradi1g69330	allene oxide synthase
GRMZM2G002199	none	none	none	none	none
GRMZM2G002220	Sb07g028940	Si013283m.g	LOC_Os08g38086	Bradi3g38897	none
GRMZM2G002225	Sb01g012200	Si036580m.g	LOC_Os03g47016	Bradi1g12690	knox10
GRMZM2G002227	Sb10g004400	Si005894m.g	LOC_Os06g06760	Bradi1g48510	none
GRMZM2G002240	none	none	none	none	none
GRMZM2G002260	Sb01g012210	Si038956m.g	LOC_Os03g47010	Bradi1g12710	none
GRMZM2G002276	Sb03g039720	Si000877m.g	LOC_Os01g62820	Bradi2g54860	? tfiid subunit
GRMZM2G002280	Sb02g043730	none	none	none	none
GRMZM2G002286	Sb07g028930	Si013829m.g	LOC_Os08g38092	Bradi3g38910	none
GRMZM2G002297	Sb03g030390	Si000874m.g	LOC_Os01g47460	Bradi2g45840	none
GRMZM2G002304	Sb03g044825	Si002515m.g	LOC_Os01g70540	Bradi2g59670	none
GRMZM2G002309	Sb01g035520	Si039547m.g	LOC_Os03g22560	Bradi1g62615	none
GRMZM2G002315	none	none	none	none	none
GRMZM2G002361	Sb09g002870	none	none	none	none
GRMZM2G002391	Sb07g005850	Si013673m.g	LOC_Os08g10450	Bradi3g17700	none
GRMZM2G002396	Sb02g009660	Si032948m.g	none	none	none
GRMZM2G002416	Sb03g012420	Si000737m.g	LOC_Os01g19450	Bradi2g11480	none
GRMZM2G002420	Sb04g009780	Si018358m.g	LOC_Os02g16500	none	none
GRMZM2G002427	Sb09g002930	none	none	none	none
GRMZM2G002430	Sb06g030630	Si012177m.g	LOC_Os04g55490	none	none
GRMZM2G002440	Sb07g017190	Si014157m.g	LOC_Os08g25090	Bradi3g22430	none
GRMZM2G002461	none	none	none	none	none
GRMZM2G002465	Sb02g023080	Si031971m.g	LOC_Os09g19970	Bradi4g28900	none
GRMZM2G002473	none	Si024509m.g	none	Bradi2g34187	none
GRMZM2G002483	none	none	none	none	none
GRMZM2G002492	Sb01g044020	Si037018m.g	LOC_Os03g10080	none	none
GRMZM2G002498	none	none	none	none	none
GRMZM2G002499	Sb01g010920	Si034345m.g	LOC_Os03g49510	Bradi1g11530	none
GRMZM2G002515	Sb01g026940	Si033990m.g	LOC_Os10g02500	none	none
GRMZM2G002523	Sb02g025020	Si028761m.g	LOC_Os09g25490	Bradi4g30540	none
error	GRMZM2G002529
GRMZM2G002531	Sb05g003840	Si026192m.g	none	Bradi4g24840	none
error	GRMZM2G002536
GRMZM2G002542	Sb08g005070	none	none	Bradi4g40990	none
GRMZM2G002548	Sb03g030770	Si000028m.g	LOC_Os01g48180	Bradi2g46230	none
GRMZM2G002555	none	none	none	none	none
GRMZM2G002559	Sb06g029080	Si009526m.g	LOC_Os04g53350	Bradi5g22330	none
GRMZM2G002568	Sb03g027420	Si004587m.g	none	none	none
GRMZM2G002569	Sb02g025040	Si028750m.g	LOC_Os09g25540	Bradi4g30560	none
GRMZM2G002578	Sb03g027760	none	LOC_Os01g42720	Bradi2g43367	none
GRMZM2G002606	Sb03g027750	Si000307m.g	none	none	none
GRMZM2G002614	none	none	none	none	none
GRMZM2G002616	none	none	none	none	eucaryotic initiation factor 4e
GRMZM2G002617	Sb10g010480	Si006944m.g	LOC_Os06g17440	Bradi1g43540	none
GRMZM2G002626	Sb03g041130	Si002116m.g	LOC_Os01g64990	Bradi2g56281	none
GRMZM2G002627	Sb04g032150	Si017063m.g	LOC_Os02g45010	Bradi3g51100	none
GRMZM2G002630	Sb09g001860	none	none	none	none
GRMZM2G002642	Sb06g034130	Si021320m.g	LOC_Os04g59590	Bradi5g27590	none
GRMZM2G002646	Sb03g027740	Si000307m.g	LOC_Os01g42710	none	none
GRMZM2G002652	Sb05g021610	Si026384m.g	LOC_Os11g35040	Bradi4g16430	none
GRMZM2G002656	none	none	none	none	none
GRMZM2G002687	none	none	none	none	none
GRMZM2G002699	Sb01g010870	Si036184m.g	LOC_Os03g49570	Bradi1g10870	none
GRMZM2G002704	Sb07g024030	Si013917m.g	LOC_Os08g44590	Bradi3g42990	none
GRMZM2G002748	none	none	none	none	none
GRMZM2G002754	Sb01g011770	Si037655m.g	LOC_Os03g48040	Bradi1g12260	none
GRMZM2G002756	Sb07g021160	Si014569m.g	LOC_Os08g33540	Bradi3g36600	none
GRMZM2G002765	Sb01g003290	Si035133m.g	LOC_Os03g60550	Bradi1g03800	none
GRMZM2G002786	Sb03g033920	Si002622m.g	LOC_Os01g53520	Bradi2g49160	none
GRMZM2G002805	Sb01g003280	Si037672m.g	LOC_Os03g60570	Bradi1g03790	none
GRMZM2G002807	Sb02g031030	Si030636m.g	LOC_Os09g36450	Bradi4g36310	triose phosphate isomerase (plastidial)
GRMZM2G002815	Sb01g003270	Si037251m.g	LOC_Os03g60570	Bradi1g03780	none
GRMZM2G002818	none	Si013450m.g	none	none	none
GRMZM2G002824	none	none	none	none	none
GRMZM2G002825	Sb01g003250	Si037963m.g	none	Bradi1g03750	none
GRMZM2G002828	Sb02g031020	Si030598m.g	LOC_Os09g36440	Bradi4g36290	none
GRMZM2G002830	Sb03g010800	Si003062m.g	LOC_Os01g16650	Bradi2g10220	none
GRMZM2G002851	Sb02g032450	Si029360m.g	LOC_Os09g38420	Bradi4g37620	none
GRMZM2G002858	Sb03g035230	Si004199m.g	LOC_Os01g55560	Bradi2g50520	none
GRMZM2G002859	Sb01g017250	Si035620m.g	LOC_Os10g36870	Bradi3g30560	none
GRMZM2G002863	none	none	none	none	none
GRMZM2G002871	none	none	none	none	none
GRMZM2G002874	Sb01g016170	Si035917m.g	LOC_Os03g37270	none	none
GRMZM2G002879	Sb02g034380	Si030331m.g	LOC_Os07g32590	Bradi1g26520	none
GRMZM2G002894	Sb02g005430	none	none	Bradi1g54880	none
GRMZM2G002898	Sb01g017226	Si035603m.g	LOC_Os10g36950	Bradi3g30530	none
GRMZM2G002903	Sb06g022250	Si010193m.g	LOC_Os04g43150	Bradi5g15390	none
GRMZM2G002910	Sb02g003395	Si032384m.g	LOC_Os07g06644	Bradi1g57060	none
GRMZM2G002911	Sb06g014410	none	none	none	none
GRMZM2G002915	Sb02g023650	Si030640m.g	LOC_Os09g21180	Bradi4g29380	none
GRMZM2G002918	none	none	none	none	none
GRMZM2G002921	none	none	none	none	none
GRMZM2G002932	none	none	none	none	none
GRMZM2G002948	Sb02g032435	none	none	none	none
GRMZM2G002950	Sb08g004450	none	none	none	none
GRMZM2G002959	Sb09g004840	Si010150m.g	LOC_Os05g07090	Bradi2g34610	none
GRMZM2G002961	Sb04g000380	Si016426m.g	LOC_Os02g01270	Bradi3g00430	none
GRMZM2G002976	none	none	none	none	none
GRMZM2G002978	Sb06g015280	Si009787m.g	LOC_Os04g33300	Bradi5g08980	none
GRMZM2G002993	none	Si025600m.g	LOC_Os12g41720	Bradi4g01990	none
GRMZM2G002999	Sb08g000380	Si026017m.g	none	Bradi4g45080	none
GRMZM2G003002	Sb01g005010	none	LOC_Os03g58470	Bradi1g05330	none
GRMZM2G003004	none	none	none	none	none
GRMZM2G003014	Sb01g003910	none	none	none	none
GRMZM2G003022	Sb03g013100	Si000273m.g	LOC_Os01g21850	Bradi2g12090	none
GRMZM2G003023	Sb10g007900	Si008354m.g	LOC_Os06g12020	Bradi1g45380	none
GRMZM2G003028	Sb04g037400	Si018433m.g	LOC_Os02g57380	Bradi3g55530	none
GRMZM2G003033	Sb08g000350	Si026030m.g	LOC_Os12g01240	Bradi4g45190	none
GRMZM2G003038	Sb02g022770	Si030136m.g	LOC_Os09g19560	Bradi4g28570	none
GRMZM2G003043	Sb05g020280	Si025904m.g	LOC_Os11g32900	Bradi4g17210	retinoblastoma protein (rb) family member rrb1
GRMZM2G003057	Sb06g025430	Si010797m.g	LOC_Os04g47680	Bradi5g18450	none
GRMZM2G003059	Sb08g007660	Si021615m.g	LOC_Os12g12860	Bradi4g39870	none
GRMZM2G003064	Sb09g004860	none	none	none	none
GRMZM2G003068	none	Si037100m.g	LOC_Os03g60600	Bradi1g03737	none
GRMZM2G003076	Sb01g030490	Si036838m.g	LOC_Os10g39220	Bradi3g32150	none
GRMZM2G003090	Sb08g007690	none	LOC_Os12g12880	Bradi4g39790	none
GRMZM2G003092	none	none	none	none	none
GRMZM2G003096	Sb03g005030	Si002723m.g	LOC_Os01g07090	Bradi2g03970	none
GRMZM2G003103	none	none	none	none	none
GRMZM2G003108	Sb01g003230	Si039638m.g	LOC_Os03g60610	Bradi1g03730	none
GRMZM2G003109	Sb01g002760	Si034864m.g	LOC_Os03g61120	Bradi1g03260	none
GRMZM2G003124	Sb06g025460	none	none	none	none
GRMZM2G003138	Sb01g033910	Si035575m.g	LOC_Os03g26530	Bradi1g61010	none
GRMZM2G003157	Sb04g003970	Si016561m.g	LOC_Os02g06300	Bradi3g04387	none
GRMZM2G003165	Sb02g019380	none	none	none	none
GRMZM2G003167	none	none	none	none	none
GRMZM2G003172	Sb02g041060	Si030545m.g	LOC_Os07g44940	Bradi1g19710	none
GRMZM2G003179	none	Si031084m.g	LOC_Os09g26900	Bradi4g31330	none
error	GRMZM2G003182
GRMZM2G003186	none	none	none	none	none
GRMZM2G003190	Sb06g030380	Si010263m.g	LOC_Os04g55060	Bradi5g23680	none
GRMZM2G003225	none	none	none	none	none
GRMZM2G003230	none	none	none	none	none
GRMZM2G003234	Sb05g004260	Si026443m.g	LOC_Os11g06840	none	none
GRMZM2G003246	Sb02g026790	Si030180m.g	LOC_Os09g28620	Bradi4g32300	none
GRMZM2G003252	Sb02g043190	Si030029m.g	LOC_Os07g48420	Bradi1g17500	none
GRMZM2G003289	Sb10g003480	Si006788m.g	LOC_Os06g05700	Bradi1g50840	none
GRMZM2G003304	Sb07g020300	Si014228m.g	LOC_Os08g32085	Bradi3g35850	none
GRMZM2G003306	Sb02g004970	none	none	none	none
GRMZM2G003307	Sb06g024840	Si010114m.g	none	none	none
GRMZM2G003318	Sb01g028150	Si036120m.g	LOC_Os10g42500	Bradi3g34400	? fibrillin
GRMZM2G003331	Sb02g043200	Si029734m.g	LOC_Os07g48430	Bradi1g17490	none
GRMZM2G003342	Sb02g025260	Si030118m.g	LOC_Os09g25950	Bradi4g30797	none
GRMZM2G003354	Sb03g030040	none	LOC_Os01g46950	none	none
GRMZM2G003368	Sb01g025880	Si038622m.g	none	none	stearoyl-acyl-carrier-protein desaturase
GRMZM2G003377	Sb04g007250	Si018764m.g	LOC_Os02g11750	Bradi3g07840	none
GRMZM2G003379	Sb01g036480	Si035386m.g	LOC_Os03g21210	Bradi1g63560	none
GRMZM2G003384	Sb04g024500	Si018309m.g	LOC_Os02g37862	Bradi3g47410	none
GRMZM2G003385	Sb03g038020	Si000789m.g	LOC_Os01g60190	Bradi2g53340	none
GRMZM2G003389	Sb10g022740	Si008559m.g	none	none	none
GRMZM2G003406	Sb03g032260	Si005548m.g	LOC_Os01g50720	Bradi2g47590	none
GRMZM2G003409	Sb02g043220	Si029858m.g	LOC_Os07g48460	Bradi1g17470	none
GRMZM2G003411	Sb04g007260	Si016096m.g	LOC_Os02g11760	Bradi3g07850	none
GRMZM2G003417	Sb03g013060	Si000702m.g	LOC_Os01g21610	Bradi2g12037	none
GRMZM2G003424	Sb01g036490	Si034544m.g	LOC_Os03g21160	Bradi1g63570	none
GRMZM2G003426	Sb07g020340	none	LOC_Os08g32120	Bradi3g35890	none
error	GRMZM2G003461
GRMZM2G003466	Sb01g044410	Si036827m.g	LOC_Os03g09170	Bradi1g71740	none
GRMZM2G003488	Sb10g020400	Si005885m.g	LOC_Os06g33320	none	none
GRMZM2G003489	Sb01g008380	Si036148m.g	LOC_Os03g53340	Bradi1g08890	none
GRMZM2G003493	Sb03g044120	Si004143m.g	LOC_Os01g69240	Bradi2g59070	none
error	GRMZM2G003496
GRMZM2G003501	Sb04g028910	Si020049m.g	LOC_Os02g49920	Bradi3g56970	none
GRMZM2G003506	Sb01g044140	Si036113m.g	LOC_Os03g09900	Bradi1g71540	none
GRMZM2G003507	none	none	none	none	none
GRMZM2G003509	Sb08g021350	Si021201m.g	LOC_Os12g41860	Bradi4g01887	none
GRMZM2G003514	Sb04g031750	Si018160m.g	LOC_Os02g45770	Bradi3g51800	? floral transcription factor(mads box)
GRMZM2G003518	Sb03g044110	Si000521m.g	LOC_Os01g69230	Bradi2g59057	none
GRMZM2G003520	Sb01g044400	Si036616m.g	LOC_Os03g09180	Bradi1g71730	none
GRMZM2G003526	Sb03g030030	none	LOC_Os01g46940	Bradi2g45560	none
GRMZM2G003530	Sb01g033350	Si036357m.g	LOC_Os03g27760	Bradi1g60550	none
GRMZM2G003538	none	none	none	none	none
GRMZM2G003551	Sb10g004000	Si008812m.g	LOC_Os06g06360	Bradi1g48770	none
GRMZM2G003558	Sb02g043350	Si029213m.g	LOC_Os07g48630	none	none
GRMZM2G003563	Sb02g043370	Si030375m.g	LOC_Os07g48640	Bradi1g17360	none
GRMZM2G003565	Sb06g017130	Si010123m.g	LOC_Os04g35570	Bradi5g10580	none
GRMZM2G003584	none	none	none	none	none
GRMZM2G003595	Sb08g020010	Si023126m.g	none	none	none
GRMZM2G003607	Sb01g011920	Si035213m.g	LOC_Os03g47790	Bradi1g12470	none
error	GRMZM2G003625
GRMZM2G003631	Sb08g020010	Si023126m.g	none	none	none
GRMZM2G003635	Sb08g021330	Si021681m.g	LOC_Os12g41820	Bradi4g01910	none
GRMZM2G003638	Sb07g000560	none	none	Bradi3g12990	none
GRMZM2G003640	Sb01g011930	none	none	none	none
GRMZM2G003642	Sb07g006290	Si014697m.g	none	none	none
GRMZM2G003648	Sb06g005700	none	none	none	none
GRMZM2G003656	Sb08g021220	none	none	none	none
GRMZM2G003662	Sb07g005620	Si013963m.g	LOC_Os08g10070	Bradi3g17620	none
GRMZM2G003663	Sb04g009700	Si017378m.g	none	Bradi3g09750	none
GRMZM2G003669	Sb07g000390	Si015774m.g	LOC_Os08g01260	none	none
error	GRMZM2G003679
GRMZM2G003682	Sb03g040300	Si001312m.g	LOC_Os01g63690	Bradi2g55310	none
GRMZM2G003692	none	Si026547m.g	none	none	none
GRMZM2G003708	none	none	none	none	none
GRMZM2G003711	none	none	none	none	none
GRMZM2G003715	Sb07g003900	Si013369m.g	LOC_Os08g06140	Bradi3g16480	none
GRMZM2G003718	Sb10g024800	Si008054m.g	LOC_Os06g42730	Bradi1g35520	none
GRMZM2G003720	Sb06g017150	Si011233m.g	LOC_Os04g35590	Bradi5g10600	none
GRMZM2G003724	Sb01g020930	Si038742m.g	LOC_Os10g30550	Bradi3g27600	none
GRMZM2G003725	Sb10g008340	Si006529m.g	LOC_Os06g12680	Bradi1g44990	none
GRMZM2G003732	Sb08g002830	none	none	none	none
GRMZM2G003734	Sb03g025460	none	none	none	none
GRMZM2G003738	Sb01g037730	Si037437m.g	LOC_Os03g19070	Bradi1g64710	none
GRMZM2G003742	Sb10g003720	Si006180m.g	LOC_Os06g05920	Bradi1g49220	none
GRMZM2G003750	Sb08g002836	none	none	none	none
GRMZM2G003752	Sb06g026030	Si010135m.g	LOC_Os04g48490	Bradi5g18950	none
GRMZM2G003754	Sb02g007690	none	LOC_Os07g14650	Bradi1g53300	none
GRMZM2G003755	none	none	none	none	none
GRMZM2G003762	Sb08g002850	Si010963m.g	LOC_Os12g05050	Bradi4g42890	? aluminum-induced protein
GRMZM2G003765	Sb07g002970	none	LOC_Os08g04450	Bradi3g14650	none
GRMZM2G003769	Sb06g023730	Si010991m.g	LOC_Os04g45210	Bradi5g16860	none
GRMZM2G003775	Sb06g022730	Si010505m.g	LOC_Os04g43750	Bradi5g15820	none
GRMZM2G003784	Sb06g023740	Si009925m.g	LOC_Os04g45270	Bradi5g16870	none
GRMZM2G003789	Sb02g007710	Si029896m.g	LOC_Os07g14590	Bradi1g53310	none
GRMZM2G003794	Sb03g006950	Si000630m.g	LOC_Os01g04300	Bradi2g02320	none
GRMZM2G003796	Sb06g002120	Si009810m.g	none	none	none
GRMZM2G003814	Sb07g006220	none	none	none	none
GRMZM2G003821	Sb03g007830	Si003150m.g	LOC_Os01g03080	Bradi2g01560	none
GRMZM2G003835	Sb09g026960	none	none	none	none
GRMZM2G003838	Sb03g032300	Si005099m.g	LOC_Os01g50810	Bradi2g47630	none
error	GRMZM2G003852
GRMZM2G003853	Sb03g009040	Si002890m.g	LOC_Os01g01369	Bradi2g03530	none
GRMZM2G003861	Sb03g007820	Si002189m.g	LOC_Os01g03090	Bradi2g01570	none
GRMZM2G003869	Sb02g027050	none	none	none	none
GRMZM2G003875	Sb09g026980	none	none	none	none
GRMZM2G003883	Sb03g011130	Si001079m.g	LOC_Os01g16960	Bradi2g10530	none
GRMZM2G003897	Sb07g002960	Si014620m.g	LOC_Os08g04440	Bradi3g14640	none
GRMZM2G003909	Sb01g026190	Si037005m.g	none	none	none
GRMZM2G003916	none	none	none	none	none
GRMZM2G003917	Sb06g019720	Si012563m.g	LOC_Os04g39590	Bradi5g13100	none
GRMZM2G003927	Sb02g024400	Si032740m.g	none	none	ra1
GRMZM2G003930	Sb03g007810	Si002512m.g	LOC_Os01g03100	Bradi2g01580	none
GRMZM2G003937	Sb02g037750	Si033543m.g	none	none	none
GRMZM2G003944	Sb05g004800	Si026501m.g	LOC_Os11g07460	Bradi4g24550	none
GRMZM2G003947	Sb02g028430	Si031479m.g	none	Bradi4g33780	none
GRMZM2G003953	none	none	none	none	none
GRMZM2G003963	none	Si001910m.g	none	none	none
GRMZM2G003970	Sb05g018010	Si026966m.g	LOC_Os11g30760	none	none
GRMZM2G003979	Sb07g004940	Si013188m.g	LOC_Os08g08060	Bradi3g15520	none
GRMZM2G003984	Sb01g037525	Si034058m.g	LOC_Os03g19350	none	none
GRMZM2G003988	Sb04g004910	Si017672m.g	LOC_Os02g07750	Bradi3g05450	none
GRMZM2G003992	Sb02g027920	Si029416m.g	LOC_Os09g30350	none	none
GRMZM2G004006	Sb03g009060	Si002757m.g	LOC_Os01g01280	none	none
GRMZM2G004012	Sb01g010520	Si038045m.g	LOC_Os03g50140	Bradi1g11230	none
GRMZM2G004023	Sb01g045370	Si036246m.g	LOC_Os03g08000	Bradi1g72800	none
GRMZM2G004036	none	none	none	none	none
GRMZM2G004040	Sb03g028120	Si000384m.g	LOC_Os01g43150	Bradi2g43740	none
GRMZM2G004041	none	none	none	none	none
GRMZM2G004054	none	none	none	none	none
GRMZM2G004057	Sb01g019820	Si035007m.g	LOC_Os10g32850	Bradi3g28250	none
GRMZM2G004060	Sb08g005080	none	none	none	none
GRMZM2G004079	Sb07g023380	Si013759m.g	none	Bradi3g38440	none
GRMZM2G004083	Sb03g002820	Si002483m.g	none	Bradi2g06020	none
GRMZM2G004087	Sb04g038510	Si016067m.g	LOC_Os02g58554	Bradi3g60790	none
GRMZM2G004090	Sb10g023665	Si007070m.g	LOC_Os06g40330	none	none
GRMZM2G004092	Sb01g002240	Si034719m.g	LOC_Os03g61620	Bradi1g02980	none
GRMZM2G004106	Sb01g010510	Si038013m.g	LOC_Os03g50160	Bradi1g11240	none
GRMZM2G004110	none	none	none	none	none
GRMZM2G004111	none	none	none	none	none
GRMZM2G004119	Sb01g044380	none	none	none	none
GRMZM2G004128	Sb10g023250	Si006385m.g	LOC_Os06g39660	Bradi1g36890	none
GRMZM2G004131	Sb04g032296	Si019431m.g	LOC_Os02g44780	Bradi3g51245	none
GRMZM2G004138	Sb02g027930	Si030958m.g	LOC_Os09g30360	Bradi4g33340	none
GRMZM2G004140	Sb01g002260	Si034873m.g	LOC_Os03g61580	Bradi1g03010	none
GRMZM2G004157	Sb01g044380	none	none	none	none
GRMZM2G004160	Sb01g010500	Si038013m.g	LOC_Os03g50160	Bradi1g11240	none
GRMZM2G004161	Sb03g043250	Si002070m.g	LOC_Os01g68020	Bradi2g58152	none
GRMZM2G004163	none	none	none	none	none
GRMZM2G004172	Sb01g044350	Si037946m.g	LOC_Os03g09210	Bradi1g71700	none
GRMZM2G004177	none	none	none	none	none
GRMZM2G004180	Sb04g033000	Si017883m.g	LOC_Os02g43900	Bradi3g50580	none
GRMZM2G004182	Sb03g002840	Si002373m.g	LOC_Os01g10070	Bradi2g06010	none
GRMZM2G004183	Sb03g029740	none	LOC_Os01g46400	Bradi2g45350	none
GRMZM2G004188	Sb02g030290	Si029798m.g	LOC_Os09g35000	Bradi4g35557	none
GRMZM2G004191	none	none	none	none	none
GRMZM2G004207	Sb02g025910	Si029783m.g	LOC_Os09g27010	Bradi4g31430	none
GRMZM2G004211	Sb06g001970	Si010452m.g	none	Bradi5g03640	none
GRMZM2G004215	none	none	none	none	none
GRMZM2G004222	Sb01g033330	Si036671m.g	LOC_Os03g27770	Bradi1g60540	none
GRMZM2G004259	Sb01g043440	Si038075m.g	LOC_Os03g10930	Bradi1g70710	none
GRMZM2G004276	none	none	none	none	none
GRMZM2G004278	none	none	none	none	none
GRMZM2G004290	Sb01g005120	Si036712m.g	LOC_Os03g58340	Bradi1g05420	none
GRMZM2G004298	none	none	none	none	none
GRMZM2G004301	Sb02g004230	Si029365m.g	LOC_Os07g07950	Bradi1g55760	none
GRMZM2G004305	none	none	none	none	none
GRMZM2G004314	Sb03g038990	Si000327m.g	LOC_Os01g61780	Bradi2g54190	none
GRMZM2G004320	none	none	none	none	none
GRMZM2G004330	Sb03g029150	Si004541m.g	none	Bradi2g44830	none
GRMZM2G004334	Sb10g006820	Si005966m.g	LOC_Os06g10600	Bradi1g46247	none
GRMZM2G004349	Sb09g026210	Si022465m.g	LOC_Os05g45050	Bradi2g19230	none
GRMZM2G004352	Sb06g030240	Si010646m.g	LOC_Os04g54640	Bradi5g23437	none
GRMZM2G004354	none	Si004616m.g	none	none	none
GRMZM2G004356	Sb01g005130	Si036929m.g	LOC_Os03g58330	Bradi1g05430	none
GRMZM2G004362	Sb03g029730	none	LOC_Os01g46390	Bradi2g45340	none
GRMZM2G004375	Sb07g000690	Si014406m.g	LOC_Os08g01550	Bradi3g13230	none
GRMZM2G004377	Sb01g044340	Si034814m.g	LOC_Os03g09220	Bradi1g71690	none
GRMZM2G004380	none	none	none	none	none
GRMZM2G004382	Sb03g029720	none	LOC_Os01g46380	Bradi2g45330	none
GRMZM2G004396	Sb07g000730	none	LOC_Os08g01590	Bradi3g13250	none
GRMZM2G004397	Sb01g043450	Si036328m.g	LOC_Os03g10920	Bradi1g70720	none
GRMZM2G004408	Sb02g010600	Si032949m.g	LOC_Os07g26480	none	none
GRMZM2G004412	Sb08g002056	none	none	none	none
GRMZM2G004414	Sb08g002860	Si010009m.g	none	Bradi4g42867	none
GRMZM2G004422	Sb01g043460	Si037011m.g	LOC_Os03g10890	Bradi1g70740	none
GRMZM2G004435	Sb07g000740	Si013629m.g	LOC_Os08g01600	Bradi3g13260	none
GRMZM2G004440	Sb03g038730	Si005078m.g	LOC_Os01g61390	Bradi2g53950	none
GRMZM2G004445	Sb08g002870	Si012290m.g	LOC_Os12g05080	Bradi4g42860	none
GRMZM2G004455	Sb10g000350	Si005862m.g	none	Bradi1g52280	none
GRMZM2G004459	Sb01g003900	Si034618m.g	LOC_Os03g59590	Bradi1g04330	none
GRMZM2G004466	Sb01g044330	Si037521m.g	LOC_Os03g09230	Bradi1g71680	none
error	GRMZM2G004468
GRMZM2G004475	Sb02g022980	Si033130m.g	LOC_Os09g19900	Bradi4g28830	none
GRMZM2G004480	Sb04g031240	Si020160m.g	LOC_Os02g46600	Bradi3g52160	none
GRMZM2G004483	Sb01g029080	Si036910m.g	LOC_Os10g41100	Bradi3g33340	none
GRMZM2G004487	Sb01g012400	Si039243m.g	none	none	none
GRMZM2G004500	Sb01g004190	Si038799m.g	LOC_Os03g59330	Bradi1g04640	none
GRMZM2G004511	Sb01g004200	Si036906m.g	LOC_Os03g59360	Bradi1g04337	none
GRMZM2G004516	Sb01g029090	Si036065m.g	LOC_Os10g41060	Bradi3g33300	none
GRMZM2G004519	Sb03g012750	Si002663m.g	none	Bradi2g11820	none
GRMZM2G004521	none	none	none	none	none
